"","module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0000785","21",24,24,3,1.4748971246808e-42,2.44552692243324e-38,24,1,0.6,40,"GO:0000785","CC","chromatin","The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."
"GO:0000228","21",24,24,4,8.85531886654349e-41,1.46830042126158e-36,24,1,0.533333333333333,45,"GO:0000228","CC","nuclear chromosome","A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."
"GO:0006325","21",24,24,5,1.85156667209544e-40,3.07008269900145e-36,24,1,0.521739130434783,46,"GO:0006325","BP","chromatin organization","Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic chromatin."
"GO:0000790","21",24,24,6,1.00769870882728e-37,1.67086522910651e-33,22,0.916666666666667,0.611111111111111,36,"GO:0000790","CC","nuclear chromatin","The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome in the nucleus."
"GO:0005694","21",24,24,7,1.39477471526331e-36,2.31267595537809e-32,24,1,0.39344262295082,61,"GO:0005694","CC","chromosome","A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."
"GO:0046982","21",24,24,8,1.83670786585973e-32,3.04544531238203e-28,23,0.958333333333333,0.343283582089552,67,"GO:0046982","MF","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"GO:0006333","21",24,24,9,1.20419821234126e-27,1.99668105588304e-23,16,0.666666666666667,0.727272727272727,22,"GO:0006333","BP","chromatin assembly or disassembly","The formation or destruction of chromatin structures."
"GO:0034728","21",24,24,10,1.20419821234126e-27,1.99668105588304e-23,16,0.666666666666667,0.727272727272727,22,"GO:0034728","BP","nucleosome organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of one or more nucleosomes."
"GO:0008217","22",22,21,1,0.000487326571639968,1,4,0.19047619047619,0.137931034482759,29,"GO:0008217","BP","regulation of blood pressure","Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure."
"GO:0051601","22",22,21,2,0.000527253692677004,1,2,0.0952380952380952,0.666666666666667,3,"GO:0051601","BP","exocyst localization","Any process in which an exocyst is transported to, or maintained in, a specific location. An exocyst is a protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse."
"GO:2001212","22",22,21,3,0.000527253692677004,1,2,0.0952380952380952,0.666666666666667,3,"GO:2001212","BP","regulation of vasculogenesis","Any process that modulates the frequency, rate or extent of vasculogenesis."
"GO:2001214","22",22,21,4,0.000527253692677004,1,2,0.0952380952380952,0.666666666666667,3,"GO:2001214","BP","positive regulation of vasculogenesis","Any process that activates or increases the frequency, rate or extent of vasculogenesis."
"GO:0000145","22",22,21,5,0.000527253692677004,1,2,0.0952380952380952,0.666666666666667,3,"GO:0000145","CC","exocyst","A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals."
"GO:0034629","22",22,21,6,0.00104582746385183,1,2,0.0952380952380952,0.5,4,"GO:0034629","BP","cellular protein complex localization","A protein complex localization process that takes place at the cellular level; as a result, a protein complex is transported to, or maintained in, a specific location within a cell."
"GO:0008565","22",22,21,7,0.00104582746385183,1,2,0.0952380952380952,0.5,4,"GO:0008565","MF","protein transporter activity","Enables the directed movement of proteins into, out of or within a cell, or between cells."
"GO:0001935","22",22,21,8,0.00156508851349905,1,3,0.142857142857143,0.166666666666667,18,"GO:0001935","BP","endothelial cell proliferation","The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."
"GO:0045777","22",22,21,9,0.00172870629273397,1,2,0.0952380952380952,0.4,5,"GO:0045777","BP","positive regulation of blood pressure","Any process in which the force of blood traveling through the circulatory system is increased."
"GO:0072659","22",22,21,10,0.00248440495312742,1,3,0.142857142857143,0.142857142857143,21,"GO:0072659","BP","protein localization to plasma membrane","A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."
"GO:0034340","23",23,22,1,9.91377958816188e-23,1.64380379351312e-18,13,0.590909090909091,0.722222222222222,18,"GO:0034340","BP","response to type I interferon","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0060337","23",23,22,2,9.91377958816188e-23,1.64380379351312e-18,13,0.590909090909091,0.722222222222222,18,"GO:0060337","BP","type I interferon signaling pathway","A series of molecular signals initiated by the binding of a type I interferon to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0071357","23",23,22,3,9.91377958816188e-23,1.64380379351312e-18,13,0.590909090909091,0.722222222222222,18,"GO:0071357","BP","cellular response to type I interferon","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0009615","23",23,22,4,7.45357917846992e-16,1.2358779635821e-11,14,0.636363636363636,0.23728813559322,59,"GO:0009615","BP","response to virus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."
"GO:0051607","23",23,22,5,1.00808787550167e-15,1.67151050636932e-11,13,0.590909090909091,0.282608695652174,46,"GO:0051607","BP","defense response to virus","Reactions triggered in response to the presence of a virus that act to protect the cell or organism."
"GO:0016032","23",23,22,6,8.17329553693707e-13,1.35521413297954e-08,14,0.636363636363636,0.148936170212766,94,"GO:0016032","BP","viral process","A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."
"GO:0098542","23",23,22,7,2.00915559423263e-12,3.33138089079713e-08,14,0.636363636363636,0.14,100,"GO:0098542","BP","defense response to other organism","Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."
"GO:0045071","23",23,22,8,4.96050509978328e-12,8.22501350595066e-08,7,0.318181818181818,0.7,10,"GO:0045071","BP","negative regulation of viral genome replication","Any process that stops, prevents, or reduces the frequency, rate or extent of viral genome replication."
"GO:0051707","23",23,22,9,7.0873819306617e-12,1.17515879792302e-07,16,0.727272727272727,0.0963855421686747,166,"GO:0051707","BP","response to other organism","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."
"GO:0009607","23",23,22,10,1.14182427498142e-11,1.8932588303467e-07,16,0.727272727272727,0.0935672514619883,171,"GO:0009607","BP","response to biotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."
"GO:0072562","24",22,22,1,3.68453686553065e-16,6.10933057673638e-12,13,0.590909090909091,0.302325581395349,43,"GO:0072562","CC","blood microparticle","A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."
"GO:0034774","24",22,22,2,2.52617160168835e-12,4.18864513275946e-08,10,0.454545454545455,0.303030303030303,33,"GO:0034774","CC","secretory granule lumen","The volume enclosed by the membrane of a secretory granule."
"GO:0031093","24",22,22,3,2.78287247780604e-12,4.6142808554502e-08,9,0.409090909090909,0.391304347826087,23,"GO:0031093","CC","platelet alpha granule lumen","The volume enclosed by the membrane of the platelet alpha granule."
"GO:0002576","24",22,22,4,3.55290673825993e-12,5.8910746627088e-08,10,0.454545454545455,0.294117647058824,34,"GO:0002576","BP","platelet degranulation","The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet."
"GO:0031091","24",22,22,5,1.03964424320146e-11,1.72383411965234e-07,9,0.409090909090909,0.346153846153846,26,"GO:0031091","CC","platelet alpha granule","A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."
"GO:0060205","24",22,22,6,1.66116123904332e-11,2.75437145045773e-07,10,0.454545454545455,0.256410256410256,39,"GO:0060205","CC","cytoplasmic membrane-bounded vesicle lumen","The volume enclosed by the membrane of a cytoplasmic membrane-bounded vesicle."
"GO:0061045","24",22,22,7,7.5938415597299e-11,1.25913486901881e-06,8,0.363636363636364,0.380952380952381,21,"GO:0061045","BP","negative regulation of wound healing","Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."
"GO:0072378","24",22,22,8,1.11844364005305e-10,1.85449139957196e-06,6,0.272727272727273,0.75,8,"GO:0072378","BP","blood coagulation, fibrin clot formation","A protein activation cascade that contributes to blood coagulation and consists of the cascade of enzymatic reactions initiated by physical damage to the wall of a blood vessel, leading to the formation of a formation of a fibrin clot at the site of the injury. The process also includes numerous positive and negative regulatory events."
"GO:0005615","24",22,22,9,7.51682408253024e-10,1.24636460112434e-05,17,0.772727272727273,0.0641509433962264,265,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"GO:0045055","24",22,22,10,1.18672062443415e-09,1.96770146737426e-05,10,0.454545454545455,0.172413793103448,58,"GO:0045055","BP","regulated exocytosis","A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."
"GO:0006643","25",21,20,1,3.41609640133551e-05,0.566422944305441,4,0.2,0.25,16,"GO:0006643","BP","membrane lipid metabolic process","The chemical reactions and pathways involving membrane lipids, any lipid found in or associated with a biological membrane."
"GO:0006664","25",21,20,2,0.000289659212985602,1,3,0.15,0.272727272727273,11,"GO:0006664","BP","glycolipid metabolic process","The chemical reactions and pathways involving glycolipids, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide). Some substances classified as bacterial glycolipids have the sugar group acylated by one or more fatty acids and the glycerol group may be absent."
"GO:0006665","25",21,20,3,0.000623241434939333,1,3,0.15,0.214285714285714,14,"GO:0006665","BP","sphingolipid metabolic process","The chemical reactions and pathways involving sphingolipids, any of a class of lipids containing the long-chain amine diol sphingosine or a closely related base (a sphingoid)."
"GO:0003714","25",21,20,4,0.000623241434939333,1,3,0.15,0.214285714285714,14,"GO:0003714","MF","transcription corepressor activity","Interacting selectively and non-covalently with a repressing transcription factor and also with the basal transcription machinery in order to stop, prevent, or reduce the frequency, rate or extent of transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between repressive transcription factors and the basal transcription machinery."
"GO:0008610","25",21,20,5,0.00069343204599252,1,5,0.25,0.0847457627118644,59,"GO:0008610","BP","lipid biosynthetic process","The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"GO:0030195","25",21,20,6,0.00159148385674139,1,3,0.15,0.157894736842105,19,"GO:0030195","BP","negative regulation of blood coagulation","Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."
"GO:0050819","25",21,20,7,0.00185681539619102,1,3,0.15,0.15,20,"GO:0050819","BP","negative regulation of coagulation","Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."
"GO:00610451","25",21,20,8,0.00214833096913896,1,3,0.15,0.142857142857143,21,"GO:0061045","BP","negative regulation of wound healing","Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."
"GO:0009247","25",21,20,9,0.00323781198201327,1,2,0.1,0.285714285714286,7,"GO:0009247","BP","glycolipid biosynthetic process","The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide)."
"GO:0030193","25",21,20,10,0.00359354229382061,1,3,0.15,0.12,25,"GO:0030193","BP","regulation of blood coagulation","Any process that modulates the frequency, rate or extent of blood coagulation."
"GO:0006366","26",17,17,1,8.12358877481162e-14,1.34697225475152e-09,15,0.882352941176471,0.0955414012738854,157,"GO:0006366","BP","transcription from RNA polymerase II promoter","The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"GO:0034645","26",17,17,2,3.81865409991791e-13,6.33171036307389e-09,17,1,0.0580204778156997,293,"GO:0034645","BP","cellular macromolecule biosynthetic process","The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."
"GO:0000982","26",17,17,3,7.23796567027285e-13,1.20012708778794e-08,10,0.588235294117647,0.25,40,"GO:0000982","MF","transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding","Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II (RNAP II) in order to modulate transcription by RNAP II."
"GO:0001071","26",17,17,4,7.24212007784317e-13,1.20081593010718e-08,12,0.705882352941177,0.151898734177215,79,"GO:0001071","MF","nucleic acid binding transcription factor activity","Interacting selectively and non-covalently with a DNA or RNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"GO:0003700","26",17,17,5,7.24212007784317e-13,1.20081593010718e-08,12,0.705882352941177,0.151898734177215,79,"GO:0003700","MF","transcription factor activity, sequence-specific DNA binding","Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"GO:0006351","26",17,17,6,1.61123952907633e-12,2.67159626316146e-08,16,0.941176470588235,0.0653061224489796,245,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"GO:0006357","26",17,17,7,1.86907502792327e-12,3.09911330379958e-08,14,0.823529411764706,0.0939597315436242,149,"GO:0006357","BP","regulation of transcription from RNA polymerase II promoter","Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"GO:0045893","26",17,17,8,1.91347657312283e-12,3.17273550589496e-08,13,0.764705882352941,0.114035087719298,114,"GO:0045893","BP","positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."
"GO:0032774","26",17,17,9,2.24088144638113e-12,3.71560552624456e-08,16,0.941176470588235,0.064,250,"GO:0032774","BP","RNA biosynthetic process","The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."
"GO:0000981","26",17,17,10,2.25621162763187e-12,3.74102449977641e-08,11,0.647058823529412,0.174603174603175,63,"GO:0000981","MF","RNA polymerase II transcription factor activity, sequence-specific DNA binding","Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription by RNA polymerase II. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"GO:0005833","27",14,14,1,4.98547451733092e-23,8.26641529718639e-19,10,0.714285714285714,1,10,"GO:0005833","CC","hemoglobin complex","An iron-containing, oxygen carrying complex. In vertebrates it is made up of two pairs of associated globin polypeptide chains, each chain carrying a noncovalently bound heme prosthetic group."
"GO:0005344","27",14,14,2,1.52206537014114e-19,2.52373659023102e-15,9,0.642857142857143,0.9,10,"GO:0005344","MF","oxygen transporter activity","Enables the directed movement of oxygen into, out of or within a cell, or between cells."
"GO:0015671","27",14,14,3,8.34674008955681e-19,1.38397297424941e-14,9,0.642857142857143,0.818181818181818,11,"GO:0015671","BP","oxygen transport","The directed movement of oxygen (O2) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0019825","27",14,14,4,3.01145667094288e-17,4.99329630609039e-13,9,0.642857142857143,0.642857142857143,14,"GO:0019825","MF","oxygen binding","Interacting selectively and non-covalently with oxygen (O2)."
"GO:0005506","27",14,14,5,1.19693720789783e-14,1.98464158441539e-10,9,0.642857142857143,0.391304347826087,23,"GO:0005506","MF","iron ion binding","Interacting selectively and non-covalently with iron (Fe) ions."
"GO:0020037","27",14,14,6,2.97463382785103e-14,4.93224034995979e-10,9,0.642857142857143,0.36,25,"GO:0020037","MF","heme binding","Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring."
"GO:0015701","27",14,14,7,1.66681979457707e-10,2.76375390138823e-06,5,0.357142857142857,0.833333333333333,6,"GO:0015701","BP","bicarbonate transport","The directed movement of bicarbonate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0022892","27",14,14,8,6.24959734824844e-10,1.03624573631307e-05,10,0.714285714285714,0.101010101010101,99,"GO:0022892","MF","substrate-specific transporter activity","Enables the directed movement of a specific substance or group of related substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
"GO:00469141","27",14,14,9,1.38146183260312e-09,2.29060186463924e-05,10,0.714285714285714,0.0934579439252336,107,"GO:0046914","MF","transition metal ion binding","Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."
"GO:0005215","27",14,14,10,2.19714561748214e-09,3.64308714834714e-05,10,0.714285714285714,0.0892857142857143,112,"GO:0005215","MF","transporter activity","Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
"GO:0050853","28",15,15,1,1.291319519346e-05,0.21411368950276,4,0.266666666666667,0.235294117647059,17,"GO:0050853","BP","B cell receptor signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."
"GO:0042113","28",15,15,2,4.1080103493041e-05,0.681149196018113,5,0.333333333333333,0.111111111111111,45,"GO:0042113","BP","B cell activation","The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:0050851","28",15,15,3,4.58356323657502e-05,0.760000620256505,5,0.333333333333333,0.108695652173913,46,"GO:0050851","BP","antigen receptor-mediated signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."
"GO:0042571","28",15,15,4,8.86053517632465e-05,1,2,0.133333333333333,1,2,"GO:0042571","CC","immunoglobulin complex, circulating","An immunoglobulin complex that is secreted into extracellular space and found in mucosal areas or other tissues or circulating in the blood or lymph. In its canonical form, a circulating immunoglobulin complex is composed of two identical heavy chains and two identical light chains, held together by disulfide bonds. Some forms of are polymers of the basic structure and contain additional components such as J-chain and the secretory component."
"GO:0002429","28",15,15,5,0.000267415623768228,1,5,0.333333333333333,0.0757575757575758,66,"GO:0002429","BP","immune response-activating cell surface receptor signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of a cell capable of activating or perpetuating an immune response."
"GO:0002250","28",15,15,6,0.000308328355944367,1,6,0.4,0.0555555555555556,108,"GO:0002250","BP","adaptive immune response","An immune response based on directed amplification of specific receptors for antigen produced through a somatic diversification process, and allowing for enhanced response to subsequent exposures to the same antigen (immunological memory)."
"GO:0002768","28",15,15,7,0.000378866176723027,1,5,0.333333333333333,0.0704225352112676,71,"GO:0002768","BP","immune response-regulating cell surface receptor signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."
"GO:0034987","28",15,15,8,0.000525658133203041,1,2,0.133333333333333,0.5,4,"GO:0034987","MF","immunoglobulin receptor binding","Interacting selectively and non-covalently with one or more specific sites on an immunoglobulin receptor molecule."
"GO:0042100","28",15,15,9,0.000896069470562646,1,3,0.2,0.142857142857143,21,"GO:0042100","BP","B cell proliferation","The expansion of a B cell population by cell division. Follows B cell activation."
"GO:0002757","28",15,15,10,0.00169807634758873,1,5,0.333333333333333,0.0510204081632653,98,"GO:0002757","BP","immune response-activating signal transduction","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to activation or perpetuation of an immune response."
"GO:0071294","29",14,13,1,3.06286418740707e-09,5.07853510913967e-05,4,0.307692307692308,1,4,"GO:0071294","BP","cellular response to zinc ion","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."
"GO:0010043","29",14,13,2,6.25306833425428e-07,0.010368212605027,4,0.307692307692308,0.4,10,"GO:0010043","BP","response to zinc ion","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."
"GO:0071241","29",14,13,3,2.05827920330138e-05,0.341283274699402,4,0.307692307692308,0.181818181818182,22,"GO:0071241","BP","cellular response to inorganic substance","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."
"GO:0071248","29",14,13,4,2.05827920330138e-05,0.341283274699402,4,0.307692307692308,0.181818181818182,22,"GO:0071248","BP","cellular response to metal ion","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."
"GO:0048471","29",14,13,5,9.03408540864059e-05,1,5,0.384615384615385,0.0806451612903226,62,"GO:0048471","CC","perinuclear region of cytoplasm","Cytoplasm situated near, or occurring around, the nucleus."
"GO:0040007","29",14,13,6,0.000118795959864408,1,6,0.461538461538462,0.0555555555555556,108,"GO:0040007","BP","growth","The increase in size or mass of an entire organism, a part of an organism or a cell."
"GO:0045926","29",14,13,7,0.000138529703780817,1,4,0.307692307692308,0.114285714285714,35,"GO:0045926","BP","negative regulation of growth","Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism."
"GO:0036017","29",14,13,8,0.000196521830906883,1,2,0.153846153846154,0.666666666666667,3,"GO:0036017","BP","response to erythropoietin","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an erythropoietin stimulus. Erythropoietin is a glycoprotein hormone that controls erythropoiesis."
"GO:0036018","29",14,13,9,0.000196521830906883,1,2,0.153846153846154,0.666666666666667,3,"GO:0036018","BP","cellular response to erythropoietin","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an erythropoietin stimulus."
"GO:0040008","29",14,13,10,0.000291585561046752,1,5,0.384615384615385,0.0632911392405063,79,"GO:0040008","BP","regulation of growth","Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."
"GO:0016820","30",13,13,1,9.78009416515251e-07,0.0162163741352394,4,0.307692307692308,0.363636363636364,11,"GO:0016820","MF","hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances","Catalysis of the hydrolysis of an acid anhydride to directly drive the transport of a substance across a membrane."
"GO:0042626","30",13,13,2,9.78009416515251e-07,0.0162163741352394,4,0.307692307692308,0.363636363636364,11,"GO:0042626","MF","ATPase activity, coupled to transmembrane movement of substances","Catalysis of the reaction: ATP + H2O = ADP + phosphate, to directly drive the active transport of a substance across a membrane."
"GO:0043492","30",13,13,3,1.46012086102653e-06,0.0242102639966808,4,0.307692307692308,0.333333333333333,12,"GO:0043492","MF","ATPase activity, coupled to movement of substances","Catalysis of the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance."
"GO:0016887","30",13,13,4,3.21114242047925e-06,0.0532439524739664,5,0.384615384615385,0.15625,32,"GO:0016887","MF","ATPase activity","Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction."
"GO:0042623","30",13,13,5,1.37622073418586e-05,0.228191159935357,4,0.307692307692308,0.2,20,"GO:0042623","MF","ATPase activity, coupled","Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction directly drives some other reaction, for example ion transport across a membrane."
"GO:0017111","30",13,13,6,6.51209398120181e-05,1,5,0.384615384615385,0.0862068965517241,58,"GO:0017111","MF","nucleoside-triphosphatase activity","Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate."
"GO:0016462","30",13,13,7,7.69304341875505e-05,1,5,0.384615384615385,0.0833333333333333,60,"GO:0016462","MF","pyrophosphatase activity","Catalysis of the hydrolysis of a pyrophosphate bond between two phosphate groups, leaving one phosphate on each of the two fragments."
"GO:0006869","30",13,13,8,0.000173084370634007,1,4,0.307692307692308,0.108108108108108,37,"GO:0006869","BP","lipid transport","The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"GO:2000096","30",13,13,9,0.000196521830906883,1,2,0.153846153846154,0.666666666666667,3,"GO:2000096","BP","positive regulation of Wnt signaling pathway, planar cell polarity pathway","Any process that activates or increases the frequency, rate or extent of Wnt signaling pathway, planar cell polarity pathway."
"GO:00108761","30",13,13,10,0.000236114861424008,1,4,0.307692307692308,0.1,40,"GO:0010876","BP","lipid localization","Any process in which a lipid is transported to, or maintained in, a specific location."
"GO:0001848","31",10,10,1,6.81927722612414e-06,0.113070435686364,3,0.3,0.428571428571429,7,"GO:0001848","MF","complement binding","Interacting selectively and non-covalently with any component or product of the complement cascade."
"GO:0030449","31",10,10,2,3.1710332397232e-05,0.525789021478504,3,0.3,0.272727272727273,11,"GO:0030449","BP","regulation of complement activation","Any process that modulates the frequency, rate or extent of complement activation."
"GO:0042599","31",10,10,3,3.79737221842485e-05,0.629642287537024,2,0.2,1,2,"GO:0042599","CC","lamellar body","A membrane-bounded organelle, specialized for the storage and secretion of various substances (surfactant phospholipids, glycoproteins and acid phosphates) which are arranged in the form of tightly packed, concentric, membrane sheets or lamellae. Has some similar properties to, but is distinct from, a lysosome."
"GO:0097208","31",10,10,4,3.79737221842485e-05,0.629642287537024,2,0.2,1,2,"GO:0097208","CC","alveolar lamellar body","A specialized secretory organelle found in type II pneumocytes and involved in the synthesis, secretion, and reutilization of pulmonary surfactant."
"GO:0002920","31",10,10,5,4.21356877663048e-05,0.698651838853101,3,0.3,0.25,12,"GO:0002920","BP","regulation of humoral immune response","Any process that modulates the frequency, rate, or extent of a humoral immune response."
"GO:0016485","31",10,10,6,0.000117765928120643,1,4,0.4,0.0888888888888889,45,"GO:0016485","BP","protein processing","Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."
"GO:0051604","31",10,10,7,0.000128571808615685,1,4,0.4,0.0869565217391304,46,"GO:0051604","BP","protein maturation","Any process leading to the attainment of the full functional capacity of a protein."
"GO:00042521","31",10,10,8,0.000128571808615685,1,4,0.4,0.0869565217391304,46,"GO:0004252","MF","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
