"","module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0007409","21",33,33,3,5.84218775064434e-06,0.0968693150934338,7,0.212121212121212,0.189189189189189,37,"GO:0007409","BP","axonogenesis","De novo generation of a long process of a neuron, that carries efferent (outgoing) action potentials from the cell body towards target cells. Refers to the morphogenesis or creation of shape or form of the developing axon."
"GO:00312242","21",33,33,4,1.786531041267e-05,0.296224711952481,23,0.696969696969697,0.0435606060606061,528,"GO:0031224","CC","intrinsic component of membrane","The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."
"GO:0048667","21",33,33,5,1.96182103333123e-05,0.325289545536652,7,0.212121212121212,0.159090909090909,44,"GO:0048667","BP","cell morphogenesis involved in neuron differentiation","The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."
"GO:0048812","21",33,33,6,2.66067680547106e-05,0.441166821115156,7,0.212121212121212,0.152173913043478,46,"GO:0048812","BP","neuron projection morphogenesis","The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."
"GO:0048666","21",33,33,7,3.59410331861221e-05,0.59593827125909,9,0.272727272727273,0.104651162790698,86,"GO:0048666","BP","neuron development","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0032990","21",33,33,8,5.34621236864622e-05,0.88645547284523,7,0.212121212121212,0.137254901960784,51,"GO:0032990","BP","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized."
"GO:0048858","21",33,33,9,5.34621236864622e-05,0.88645547284523,7,0.212121212121212,0.137254901960784,51,"GO:0048858","BP","cell projection morphogenesis","The process in which the anatomical structures of a cell projection are generated and organized."
"GO:0030030","21",33,33,10,5.70297515420526e-05,0.945610310318775,9,0.272727272727273,0.0989010989010989,91,"GO:0030030","BP","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."
"GO:0002250","22",33,32,1,6.66075777081451e-07,0.0110442024597875,11,0.34375,0.119565217391304,92,"GO:0002250","BP","adaptive immune response","An immune response based on directed amplification of specific receptors for antigen produced through a somatic diversification process, and allowing for enhanced response to subsequent exposures to the same antigen (immunological memory)."
"GO:0042113","22",33,32,2,1.64240430395526e-06,0.0272327057638822,7,0.21875,0.21875,32,"GO:0042113","BP","B cell activation","The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:00069552","22",33,32,3,7.33181983154938e-06,0.12156890462692,18,0.5625,0.0555555555555556,324,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:0042571","22",33,32,4,7.53073717444858e-06,0.124867153089532,3,0.09375,1,3,"GO:0042571","CC","immunoglobulin complex, circulating","An immunoglobulin complex that is secreted into extracellular space and found in mucosal areas or other tissues or circulating in the blood or lymph. In its canonical form, a circulating immunoglobulin complex is composed of two identical heavy chains and two identical light chains, held together by disulfide bonds. Some forms of are polymers of the basic structure and contain additional components such as J-chain and the secretory component."
"GO:0050853","22",33,32,5,1.74418042360487e-05,0.289202556037924,5,0.15625,0.277777777777778,18,"GO:0050853","BP","B cell receptor signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."
"GO:00453211","22",33,32,6,7.63578159598306e-05,1,11,0.34375,0.0743243243243243,148,"GO:0045321","BP","leukocyte activation","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."
"GO:0001775","22",33,32,7,8.52913547921424e-05,1,12,0.375,0.0674157303370786,178,"GO:0001775","BP","cell activation","A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."
"GO:00023762","22",33,32,8,9.63924036363319e-05,1,19,0.59375,0.0446009389671361,426,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:0050851","22",33,32,9,0.000131714288979419,1,6,0.1875,0.142857142857143,42,"GO:0050851","BP","antigen receptor-mediated signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."
"GO:0034987","22",33,32,10,0.000144478726566916,1,3,0.09375,0.5,6,"GO:0034987","MF","immunoglobulin receptor binding","Interacting selectively and non-covalently with one or more specific sites on an immunoglobulin receptor molecule."
"GO:0007586","23",32,32,1,1.30120561678802e-12,2.15752903319622e-08,12,0.375,0.307692307692308,39,"GO:0007586","BP","digestion","The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."
"GO:0005576","23",32,32,2,1.16120625661813e-09,1.92539609409852e-05,29,0.90625,0.0470016207455429,617,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"GO:0008233","23",32,32,3,1.61399805190318e-09,2.67617016986066e-05,13,0.40625,0.154761904761905,84,"GO:0008233","MF","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"GO:0004252","23",32,32,4,7.87695341013105e-09,0.000130607764493383,10,0.3125,0.212765957446809,47,"GO:0004252","MF","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0016787","23",32,32,5,1.43085256610826e-08,0.000237249663986411,18,0.5625,0.0821917808219178,219,"GO:0016787","MF","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"GO:0009235","23",32,32,6,1.45149209387928e-08,0.000240671904086124,5,0.15625,0.833333333333333,6,"GO:0009235","BP","cobalamin metabolic process","The chemical reactions and pathways involving cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom."
"GO:0008236","23",32,32,7,2.25461442916918e-08,0.000373837618500542,10,0.3125,0.192307692307692,52,"GO:0008236","MF","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0017171","23",32,32,8,2.25461442916918e-08,0.000373837618500542,10,0.3125,0.192307692307692,52,"GO:0017171","MF","serine hydrolase activity","Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:00056151","23",32,32,9,3.60788137132899e-08,0.000598222810180061,19,0.59375,0.0725190839694656,262,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"GO:0006508","23",32,32,10,1.58035087069397e-07,0.00262037977869767,16,0.5,0.0820512820512821,195,"GO:0006508","BP","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"GO:0034382","24",30,30,1,2.43408744187456e-05,0.40359603873722,3,0.1,0.75,4,"GO:0034382","BP","chylomicron remnant clearance","The process in which a chylomicron remnant is removed from the blood via receptor-mediated endocytosis into liver cells and its constituent parts degraded."
"GO:0034447","24",30,30,2,2.43408744187456e-05,0.40359603873722,3,0.1,0.75,4,"GO:0034447","BP","very-low-density lipoprotein particle clearance","The process in which a very-low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."
"GO:0015914","24",30,30,3,0.000204898869817856,1,3,0.1,0.428571428571429,7,"GO:0015914","BP","phospholipid transport","The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester."
"GO:0033700","24",30,30,4,0.000204898869817856,1,3,0.1,0.428571428571429,7,"GO:0033700","BP","phospholipid efflux","The directed movement of a phospholipid out of a cell or organelle."
"GO:0045453","24",30,30,5,0.000204898869817856,1,3,0.1,0.428571428571429,7,"GO:0045453","BP","bone resorption","The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."
"GO:0005773","24",30,30,6,0.000329946071857145,1,9,0.3,0.0714285714285714,126,"GO:0005773","CC","vacuole","A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."
"GO:0034369","24",30,30,7,0.000675876087590416,1,3,0.1,0.3,10,"GO:0034369","BP","plasma lipoprotein particle remodeling","The acquisition, loss or modification of a protein or lipid within a plasma lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase, with the subsequent loss of free fatty acid, and the esterification of cholesterol by phosphatidylcholine-sterol O-acyltransferase (lecithin cholesterol acyltransferase; LCAT)."
"GO:0046849","24",30,30,8,0.000675876087590416,1,3,0.1,0.3,10,"GO:0046849","BP","bone remodeling","The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."
"GO:0034361","24",30,30,9,0.000675876087590416,1,3,0.1,0.3,10,"GO:0034361","CC","very-low-density lipoprotein particle","A triglyceride-rich lipoprotein particle that is typically composed of APOB100, APOE and APOCs and has a density of about 1.006 g/ml and a diameter of between 20-80 nm. It is found in blood and transports endogenous products (newly synthesized cholesterol and triglycerides) from the liver."
"GO:0042627","24",30,30,10,0.000675876087590416,1,3,0.1,0.3,10,"GO:0042627","CC","chylomicron","A large lipoprotein particle (diameter 75-1200 nm) composed of a central core of triglycerides and cholesterol surrounded by a protein-phospholipid coating. The proteins include one molecule of apolipoprotein B-48 and may include a variety of apolipoproteins, including APOAs, APOCs and APOE. Chylomicrons are found in blood or lymph and carry lipids from the intestines into other body tissues."
"GO:0000786","25",29,29,1,5.73856992998191e-61,9.515122800903e-57,29,1,0.966666666666667,30,"GO:0000786","CC","nucleosome","A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures."
"GO:0032993","25",29,29,2,5.32263838145687e-57,8.82546670029364e-53,29,1,0.852941176470588,34,"GO:0032993","CC","protein-DNA complex","A macromolecular complex containing both protein and DNA molecules."
"GO:0000785","25",29,29,3,2.98553426202447e-48,4.95031435986278e-44,29,1,0.568627450980392,51,"GO:0000785","CC","chromatin","The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."
"GO:0006325","25",29,29,4,1.1311159525833e-45,1.87550336097838e-41,29,1,0.491525423728814,59,"GO:0006325","BP","chromatin organization","Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic chromatin."
"GO:0000790","25",29,29,5,2.71440365372502e-39,4.50075269824146e-35,25,0.862068965517241,0.581395348837209,43,"GO:0000790","CC","nuclear chromatin","The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome in the nucleus."
"GO:0005694","25",29,29,6,2.89349861152264e-39,4.79771004776569e-35,29,1,0.329545454545455,88,"GO:0005694","CC","chromosome","A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."
"GO:0000228","25",29,29,7,3.49684494472853e-39,5.79811860285438e-35,27,0.931034482758621,0.442622950819672,61,"GO:0000228","CC","nuclear chromosome","A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."
"GO:0046982","25",29,29,8,7.23489265115219e-34,1.19961755048755e-29,26,0.896551724137931,0.351351351351351,74,"GO:0046982","MF","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"GO:0006333","25",29,29,9,8.47927238893854e-33,1.4059481548099e-28,20,0.689655172413793,0.714285714285714,28,"GO:0006333","BP","chromatin assembly or disassembly","The formation or destruction of chromatin structures."
"GO:0034728","25",29,29,10,8.47927238893854e-33,1.4059481548099e-28,20,0.689655172413793,0.714285714285714,28,"GO:0034728","BP","nucleosome organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of one or more nucleosomes."
"GO:0019835","26",30,29,1,1.73277017897174e-07,0.00287310623375304,5,0.172413793103448,0.555555555555556,9,"GO:0019835","BP","cytolysis","The rupture of cell membranes and the loss of cytoplasm."
"GO:00023763","26",30,29,2,3.30401356259055e-07,0.00547838488813139,21,0.724137931034483,0.0492957746478873,426,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:00069553","26",30,29,3,9.94247342064894e-07,0.016485615178778,18,0.620689655172414,0.0555555555555556,324,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:00048722","26",30,29,4,9.76209241650988e-05,1,12,0.413793103448276,0.0594059405940594,202,"GO:0004872","MF","receptor activity","Combining with an extracellular or intracellular messenger to initiate a change in cell activity."
"GO:0002228","26",30,29,5,0.000184198372878264,1,4,0.137931034482759,0.235294117647059,17,"GO:0002228","BP","natural killer cell mediated immunity","The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines."
"GO:00453212","26",30,29,6,0.000841931297138458,1,9,0.310344827586207,0.0608108108108108,148,"GO:0045321","BP","leukocyte activation","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."
"GO:0032393","26",30,29,7,0.00096285940632952,1,2,0.0689655172413793,0.666666666666667,3,"GO:0032393","MF","MHC class I receptor activity","Combining with an MHC class I protein complex to initiate a change in cellular activity. Class I here refers to classical class I molecules."
"GO:00069522","26",30,29,8,0.00104977134239443,1,13,0.448275862068966,0.0437710437710438,297,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"GO:00026822","26",30,29,9,0.00105089802327404,1,12,0.413793103448276,0.0465116279069767,258,"GO:0002682","BP","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process."
"GO:00058862","26",30,29,10,0.00137254294790097,1,19,0.655172413793103,0.0327586206896552,580,"GO:0005886","CC","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"GO:0006986","27",27,26,1,4.01230159341645e-19,6.65279727204382e-15,13,0.5,0.541666666666667,24,"GO:0006986","BP","response to unfolded protein","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."
"GO:0006457","27",27,26,2,9.33371230060522e-19,1.54762283656335e-14,12,0.461538461538462,0.631578947368421,19,"GO:0006457","BP","protein folding","The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."
"GO:0051082","27",27,26,3,2.70912822305477e-18,4.49200550664711e-14,11,0.423076923076923,0.733333333333333,15,"GO:0051082","MF","unfolded protein binding","Interacting selectively and non-covalently with an unfolded protein."
"GO:0042026","27",27,26,4,1.6342743970976e-15,2.70979037782753e-11,8,0.307692307692308,1,8,"GO:0042026","BP","protein refolding","The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones."
"GO:0009408","27",27,26,5,3.79942897758767e-14,6.29983318773812e-10,11,0.423076923076923,0.392857142857143,28,"GO:0009408","BP","response to heat","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."
"GO:1900034","27",27,26,6,1.07234204782188e-12,1.77805034949345e-08,7,0.269230769230769,0.875,8,"GO:1900034","BP","regulation of cellular response to heat","Any process that modulates the frequency, rate or extent of cellular response to heat."
"GO:0009266","27",27,26,7,1.39642984926976e-12,2.31542033307418e-08,11,0.423076923076923,0.297297297297297,37,"GO:0009266","BP","response to temperature stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."
"GO:0034605","27",27,26,8,1.93798310322177e-11,3.21336978345201e-07,8,0.307692307692308,0.5,16,"GO:0034605","BP","cellular response to heat","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."
"GO:0031072","27",27,26,9,8.00719982370654e-10,1.32767380276878e-05,7,0.269230769230769,0.466666666666667,15,"GO:0031072","MF","heat shock protein binding","Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock."
"GO:0090083","27",27,26,10,8.01660620008287e-10,1.32923347403574e-05,5,0.192307692307692,1,5,"GO:0090083","BP","regulation of inclusion body assembly","Any process that modulates the rate, frequency, or extent of inclusion body assembly. Inclusion body assembly is the aggregation, arrangement and bonding together of a set of components to form an inclusion body."
"GO:00069554","28",25,23,1,2.38144501214391e-05,0.394867397463581,14,0.608695652173913,0.0432098765432099,324,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:00023764","28",25,23,2,0.000122110366299741,1,15,0.652173913043478,0.0352112676056338,426,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:0002684","28",25,23,3,0.000588588871968496,1,9,0.391304347826087,0.0491803278688525,183,"GO:0002684","BP","positive regulation of immune system process","Any process that activates or increases the frequency, rate, or extent of an immune system process."
"GO:0048535","28",25,23,4,0.000601544961097214,1,2,0.0869565217391304,0.666666666666667,3,"GO:0048535","BP","lymph node development","The process whose specific outcome is the progression of lymph nodes over time, from their formation to the mature structure. A lymph node is a round, oval, or bean shaped structure localized in clusters along the lymphatic vessels, with a distinct internal structure including specialized vasculature and B- and T-zones for the activation of lymphocytes."
"GO:0006959","28",25,23,5,0.000881965641438753,1,5,0.217391304347826,0.0909090909090909,55,"GO:0006959","BP","humoral immune response","An immune response mediated through a body fluid."
"GO:0050778","28",25,23,6,0.00130344641414649,1,7,0.304347826086957,0.0564516129032258,124,"GO:0050778","BP","positive regulation of immune response","Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"GO:00508531","28",25,23,7,0.00190172245492606,1,3,0.130434782608696,0.166666666666667,18,"GO:0050853","BP","B cell receptor signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."
"GO:00507761","28",25,23,8,0.00290758890178476,1,8,0.347826086956522,0.0437158469945355,183,"GO:0050776","BP","regulation of immune response","Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"GO:0002757","28",25,23,9,0.00653481729783478,1,5,0.217391304347826,0.0581395348837209,86,"GO:0002757","BP","immune response-activating signal transduction","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to activation or perpetuation of an immune response."
"GO:00026823","28",25,23,10,0.00702691081664609,1,9,0.391304347826087,0.0348837209302326,258,"GO:0002682","BP","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process."
"GO:0008652","29",26,26,1,9.65982739116349e-08,0.00160169597972882,5,0.192307692307692,0.555555555555556,9,"GO:0008652","BP","cellular amino acid biosynthetic process","The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents."
"GO:0003333","29",26,26,2,5.8717693356138e-07,0.00973598073538124,5,0.192307692307692,0.416666666666667,12,"GO:0003333","BP","amino acid transmembrane transport","The directed movement of amino acids, organic acids containing one or more amino substituents across a membrane by means of some agent such as a transporter or pore."
"GO:0015171","29",26,26,3,5.8717693356138e-07,0.00973598073538124,5,0.192307692307692,0.416666666666667,12,"GO:0015171","MF","amino acid transmembrane transporter activity","Enables the transfer of amino acids from one side of a membrane to the other. Amino acids are organic molecules that contain an amino group and a carboxyl group."
"GO:0015175","29",26,26,4,8.43380846534438e-07,0.0139840978163875,4,0.153846153846154,0.666666666666667,6,"GO:0015175","MF","neutral amino acid transmembrane transporter activity","Catalysis of the transfer of neutral amino acids from one side of a membrane to the other. Neutral amino acids have a pH of 7."
"GO:0006520","29",26,26,5,1.53491884959637e-06,0.0254504894451573,6,0.230769230769231,0.24,25,"GO:0006520","BP","cellular amino acid metabolic process","The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups, as carried out by individual cells."
"GO:1903825","29",26,26,6,2.15295355012357e-06,0.0356981228145989,5,0.192307692307692,0.333333333333333,15,"GO:1903825","BP","organic acid transmembrane transport","The directed movement of organic acid across a membrane."
"GO:1905039","29",26,26,7,2.15295355012357e-06,0.0356981228145989,5,0.192307692307692,0.333333333333333,15,"GO:1905039","BP","carboxylic acid transmembrane transport","The directed movement of carboxylic acid across a membrane."
"GO:0015179","29",26,26,8,3.84846056817118e-06,0.0638113246808464,4,0.153846153846154,0.5,8,"GO:0015179","MF","L-amino acid transmembrane transporter activity","Enables the transfer of an L-amino acid from one side of a membrane to the other. L-amino acids are the L-enantiomers of amino acids."
"GO:0006865","29",26,26,9,4.33825219970501e-06,0.0719325597233088,5,0.192307692307692,0.294117647058824,17,"GO:0006865","BP","amino acid transport","The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0046943","29",26,26,10,7.97169323544896e-06,0.132178645536979,5,0.192307692307692,0.263157894736842,19,"GO:0046943","MF","carboxylic acid transmembrane transporter activity","Enables the transfer of carboxylic acids from one side of the membrane to the other. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-)."
"GO:00300171","30",24,24,1,1.31892589013644e-14,2.18691101843524e-10,14,0.583333333333333,0.215384615384615,65,"GO:0030017","CC","sarcomere","The repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."
"GO:00300161","30",24,24,2,1.66375865646674e-14,2.7586782282875e-10,14,0.583333333333333,0.212121212121212,66,"GO:0030016","CC","myofibril","The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism."
"GO:00432921","30",24,24,3,3.26189080157593e-14,5.40854113809305e-10,14,0.583333333333333,0.202898550724638,69,"GO:0043292","CC","contractile fiber","Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle."
"GO:0048738","30",24,24,4,1.08614282482664e-13,1.80093341784506e-09,11,0.458333333333333,0.333333333333333,33,"GO:0048738","BP","cardiac muscle tissue development","The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."
"GO:0007507","30",24,24,5,1.77205175196805e-12,2.93823900993822e-08,12,0.5,0.218181818181818,55,"GO:0007507","BP","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."
"GO:00156291","30",24,24,6,1.51277861000349e-11,2.50833821324679e-07,12,0.5,0.184615384615385,65,"GO:0015629","CC","actin cytoskeleton","The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."
"GO:0030029","30",24,24,7,3.05816506076207e-11,5.07074348724959e-07,13,0.541666666666667,0.147727272727273,88,"GO:0030029","BP","actin filament-based process","Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."
"GO:0060048","30",24,24,8,4.58238644072422e-11,7.59805495736483e-07,9,0.375,0.321428571428571,28,"GO:0060048","BP","cardiac muscle contraction","Muscle contraction of cardiac muscle tissue."
"GO:0006941","30",24,24,9,6.48568201472559e-11,1.07539093486165e-06,10,0.416666666666667,0.24390243902439,41,"GO:0006941","BP","striated muscle contraction","A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope."
"GO:0061061","30",24,24,10,3.16530978903823e-10,5.24840016120428e-06,13,0.541666666666667,0.123809523809524,105,"GO:0061061","BP","muscle structure development","The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."
"GO:0005833","31",21,21,1,9.38516380103516e-23,1.55615400984964e-18,11,0.523809523809524,1,11,"GO:0005833","CC","hemoglobin complex","An iron-containing, oxygen carrying complex. In vertebrates it is made up of two pairs of associated globin polypeptide chains, each chain carrying a noncovalently bound heme prosthetic group."
"GO:0005344","31",21,21,2,1.46596258572169e-19,2.43071256338514e-15,10,0.476190476190476,0.909090909090909,11,"GO:0005344","MF","oxygen transporter activity","Enables the directed movement of oxygen into, out of or within a cell, or between cells."
"GO:0015671","31",21,21,3,8.73979310186718e-19,1.4491450942206e-14,10,0.476190476190476,0.833333333333333,12,"GO:0015671","BP","oxygen transport","The directed movement of oxygen (O2) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0019825","31",21,21,4,5.57629530326749e-16,9.24605524234783e-12,10,0.476190476190476,0.555555555555556,18,"GO:0019825","MF","oxygen binding","Interacting selectively and non-covalently with oxygen (O2)."
"GO:0005506","31",21,21,5,6.43008089314613e-14,1.06617171289256e-09,10,0.476190476190476,0.384615384615385,26,"GO:0005506","MF","iron ion binding","Interacting selectively and non-covalently with iron (Fe) ions."
"GO:0020037","31",21,21,6,2.37832397173696e-13,3.94349897753705e-09,10,0.476190476190476,0.344827586206897,29,"GO:0020037","MF","heme binding","Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring."
"GO:0022892","31",21,21,7,4.29891346075418e-08,0.00071280284092765,11,0.523809523809524,0.094017094017094,117,"GO:0022892","MF","substrate-specific transporter activity","Enables the directed movement of a specific substance or group of related substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
"GO:0046914","31",21,21,8,4.71150815754556e-08,0.00078121516760263,11,0.523809523809524,0.0932203389830508,118,"GO:0046914","MF","transition metal ion binding","Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."
"GO:0015701","31",21,21,9,1.08877978628002e-07,0.0018053057636309,5,0.238095238095238,0.454545454545455,11,"GO:0015701","BP","bicarbonate transport","The directed movement of bicarbonate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0005215","31",21,21,10,1.56173563259855e-07,0.00258951385241165,11,0.523809523809524,0.0833333333333333,132,"GO:0005215","MF","transporter activity","Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
